countryCode,plantName,eprtrFacilityID
"DE","HKW Bonn Süd (A72)",
"DE","HKW Brandenburg (A79)",
"DE","HKW Braunschweig Mitte (A80)",
"DE","HKW Braunschweig Nord (A81)",
"DE","HKW Bremerhaven-Abfall (A98)","43735"
"DE","HKW Buch (A43)","46243"
"DE","HKW Burg (A102)",
"DE","HKW Charlottenburg (A32)","46247"
"DE","HKW Chemnitz-Nord (A108)","74579"
"DE","HKW Cottbus (A110)","46338"
"DE","HKW Darmstadt (A113)",
"DE","HKW Dessau (A118)","74829"
"DE","HKW Dresden Brücke (A131)","74673"
"DE","HKW Dresden Nord (A129)","74671"
"DE","HKW Dresden Reick (A130)","74672"
"DE","HKW Duisburg 1 (A132)","43759"
"DE","HKW Duisburg 2 (A133)","43889"
"DE","HKW Duisburg 3 (A134)","43833"
"DE","HKW Duisburg Walsum (A135)","43866"
"DE","HKW Düsseldorf Garath (A145)",
"DE","HKW Eisenach (A154)",
"DE","HKW Elberfeld (A565)",
"DE","HKW Erfurt Iderhoffstraße (A169)",
"DE","HKW Erfurt Ost (A170)","197736"
"DE","HKW Erlangen (A172)","45950"
"DE","HKW Fenne (A525)","3124"
"DE","HKW Flensburg (A181)",
"DE","HKW Frankfurt/Main Allerheiligen (A187)",
"DE","HKW Frankfurt/Main Messe (A188)",
"DE","HKW Frankfurt/Main Niederrad (A189)","44926"
"DE","HKW Frankfurt/Main Nordwest (A190)","44853"
"DE","HKW Frankfurt/Main West (A191)","44925"
"DE","HKW Frankfurt/Oder (A182)","46316"
"DE","HKW Freiberg (A193)",
"DE","HKW Freiburg (A195)",
"DE","HKW Freimann (A388)","45681"
"DE","HKW Gelsenkirchen Westerholt (A202)",
"DE","HKW Gießen (A209)","157960"
"DE","HKW Glückstadt (A211)",
"DE","HKW Greifswald (A214)",
"DE","HKW Guben (A227)",
"DE","HKW Halle Trotha (A232)","74833"
"DE","HKW Hannover Linden (A609)","43426"
"DE","HKW HB-Abfall (A97)",
"DE","HKW Heilbronn (A257)","2434"
"DE","HKW Heinsberg (A259)",
"DE","HKW Herne (A261)",
"DE","HKW Hückelhoven (A267)",
"DE","HKW Ilmenau (A272)","47086"
"DE","HKW Kaiserslautern (A278)",
"DE","HKW Karlsruhe-West (A279)","74192"
"DE","HKW Kassel (A285)",
"DE","HKW Kassel Mittelfeld (A283)","44986"
"DE","HKW Kiel Gemeinschaft (A292)","104959"
"DE","HKW Kiel Mitte (A291)",
"DE","HKW Klingenberg (A36)","46241"
"DE","HKW Köln Merheim (A307)",
"DE","HKW Köln Merkenich (A308)","44130"
"DE","HKW Köln Südstadt (A306)","44028"
"DE","HKW Lankow (A487)",
"DE","HKW Leipzig (A326)",
"DE","HKW Lichtenberg (A37)",
"DE","HKW Lichterfelde (A47)","46249"
"DE","HKW Ludwigshafen (A351)",
"DE","HKW Mainz (A360)",
"DE","HKW Mannheim (A365)",
"DE","HKW Marbach (A367)","45296"
"DE","HKW Marienehe (A463)",
"DE","HKW Meißen (A377)",
"DE","HKW Mitte (A38)","46242"
"DE","HKW Moabit (A39)","46248"
"DE","HKW München-Süd (A389)",
"DE","HKW Münster Stadtwerke (A398)","44270"
"DE","HKW Neubrandenburg (A402)","46497"
"DE","HKW Neumünster (A405)",
"DE","HKW Nürnberg (A411)",
"DE","HKW Oberhausen Danziger (A417)",
"DE","HKW Oberhausen Friedrich (A418)",
"DE","HKW Offenbach (A424)","44877"
"DE","HKW Pfaffenwald (A504)","45223"
"DE","HKW Pforzheim (A433)","2478"
"DE","HKW Potsdam 1 (A444)",
"DE","HKW Potsdam 2 (A445)",
"DE","HKW Potsdam 3 (A441)",
"DE","HKW Potsdam 4 (A442)",
"DE","HKW Potsdam 5 (A443)",
"DE","HKW Reuter (A46)","46246"
"DE","HKW Reuter West (A33)","46251"
"DE","HKW Römerbrücke (A471)","3127"
"DE","HKW Rosenheim (A462)","72459"
"DE","HKW Rudolstadt (A467)","110494"
"DE","HKW Rudow I (A42a)",
"DE","HKW Rudow II (A42b)",
"DE","HKW Schweinfurt (A485)",
"DE","HKW Schwerin Süd (A486)","46446"
"DE","HKW Sindelfingen (A490)",
"DE","HKW Stuttgart-Gaisburg (A502)","2439"
"DE","HKW Stuttgart-Münster (A503)","2436"
"DE","HKW Suhl Bohrhügel (A506)",
"DE","HKW Tiefstack (A240)","193600"
"DE","HKW Ulm (A512)",
"DE","HKW Uni-Freiburg (A194)",
"DE","HKW Uni-Münster (A397)",
"DE","HKW Unterföhring (A516)","45680"
"DE","HKW Wedel (A536)",
"DE","HKW Wedel GT (A535)",
"DE","HKW Wilmersdorf (A50)","46250"
"DE","HKW Würzburg (A568)",
"DE","Holzkraftwerk Eberswalde (A585)","143035"
"DE","HW Ahaweg (A280)",
"DE","HW Altchemnitz (A109)",
"DE","HW Baumholder (A23)",
"DE","HW Bottrop Innenstadt (A74)",
"DE","HW Braunschweig Süd (A82)",
"DE","HW Braunschweig West (A83)",
"DE","HW Broich (A663)",
"DE","HW CONSOL (A203)",
"DE","HW Daimlerstraße (A513)","45239"
"DE","HW Dessau (A117)",
"DE","HW Dillingen (A602)",
"DE","HW Dinslaken (A123)",
"DE","HW Duisburg Nord (A136)",
"DE","HW Erkrath (A171)",
"DE","HW Erlangen (A173)",
"DE","HW Essen-Innenstadt (A176)",
"DE","HW Essen-Nord (A177)",
"DE","HW Essen-Rüttenscheid (A178)",
"DE","HW Flenburg Engelsby (A606)",
"DE","HW Flensburg Nord (A607)",
"DE","HW Flensburg Süd (A605)",
"DE","HW Frankfurt/Oder Nord (A183)",
"DE","HW Fürstenwalde (A199)","46335"
"DE","HW Gaisbergstraße (A395)",
"DE","HW Gera (A206)",
"DE","HW Göttingen (A213)","73904"
"DE","HW Halle Dieselstraße (A231)","74877"
"DE","HW HH-Hafen (A241)",
"DE","HW Kassel (A286)",
"DE","HW Kassel Losse (A284)",
"DE","HW Kathi-Kobus-Straße (A393)",
"DE","HW Kempen (A620)",
"DE","HW Kiel Nord (A293)",
"DE","HW Kiel Ost (A294)",
"DE","HW Köln Deutz (A304)",
"DE","HW Koppstraße (A394)",
"DE","HW Kulkwitz (A327)","74745"
"DE","HW Lange Enden (A45)",
"DE","HW Langwasser (A414)","189334"
"DE","HW Lankow (A488)",
"DE","HW Leipzig Nordost (A328)",
"DE","HW Leverkusen (A334)",
"DE","HW Lubmin (A337)",
"DE","HW Ludwigsfelde (A338)","189390"
"DE","HW Magdeburg Mitte (A356)",
"DE","HW Mainz-Lerchenberg (A358)",
"DE","HW Maxfeld (A413)","74292"
"DE","HW Minden (A380)",
"DE","HW Mitte (A255)",
"DE","HW Moers (A383)",
"DE","HW Muggenhof (A412)","189335"
"DE","HW Mümmelmannsberg (A238)",
"DE","HW München-Freiham (A755)",
"DE","HW Neubrandenburg Nord  (A403)",
"DE","HW Neubrandenburg Süd (A404)",
"DE","HW Nord Luzenberg (A362)",
"DE","HW Perlach (A396)",
"DE","HW Pfaffengrund (A253)",
"DE","HW Plauen (A438)","189424"
"DE","HW Recklinghausen (A453)",
"DE","HW Rothensee (A357)","46905"
"DE","HW RWTH Aachen (A2)",
"DE","HW Scharnhorststraße (A40)","46244"
"DE","HW Schwedt (A481)",
"DE","HW Schweinfurt (A484)",
"DE","HW Schwerin Süd (A489)",
"DE","HW Sieker (A58)",
"DE","HW Strausberg Nord (A500)","74357"
"DE","HW Theresienstraße (A387)",
"DE","HW Uni-Bielefeld (A59)",
"DE","HW Uni-Mainz (A359)",
"DE","HW Uni-Ulm (A514)",
"DE","HW Unterbarmen (A566)",
"DE","HW Vahr (A87)",
"DE","HW Viehhof (A567)",
"DE","HW Vogelstang (A363)",
"DE","HW Zwickau Süd (A574)",
"DE","IHKW Gütersloh (A229)",
"DE","IKW Aalen (A3)",
"DE","IKW Alu Stade (A494)","43348"
"DE","IKW Amsdorf (A9)",
"DE","IKW Andernach (A10)","110284"
"DE","IKW Arneburg (A13)",
"DE","IKW Auto Düsseldorf  (A146)","43797"
"DE","IKW Baienfurt (A20)","2597"
"DE","IKW Barby (A21)","46820"
"DE","IKW Baruth (A22)",
"DE","IKW Baunatal (A24)",
"DE","IKW Bergbau-Unterbreizbach (A515)","73702"
"DE","IKW Bergheim Fortuna Nord (A28)","44485"
"DE","IKW Bergisch-Gladbach (A29)",
"DE","IKW Bergkamen (A30)",
"DE","IKW Bernburg (A51)",
"DE","IKW Biotech Krefeld (A314)",
"DE","IKW Bitterfeld GuD (A60)","46845"
"DE","IKW Bitterfeld GWRK (A61)",
"DE","IKW Bochum (A63)",
"DE","IKW Bomlitz (A70)",
"DE","IKW Bottrop (A75)",
"DE","IKW Bremen Brauerei (A85)","73962"
"DE","IKW Bremen Stahl (A84)",
"DE","IKW Breuberg (A99)",
"DE","IKW Brikett-Wachtberg (A192)",
"DE","IKW Brunsbüttel (A101)",
"DE","IKW Burghausen (A104)",
"DE","IKW Burgkirchen (A105)",
"DE","IKW Castrop-Rauxel (A107)",
"DE","IKW Chemie Böhlen Ethylen (A68)",
"DE","IKW Chemie Böhlen Pyrolyse (A67)",
"DE","IKW Chemie Burghausen (A103)",
"DE","IKW Chemie Büttel (A106)","43123"
"DE","IKW Chemie Düsseldorf  (A147)","43996"
"DE","IKW Chemie Hanau-Wolfgang (A247)","44876"
"DE","IKW Chemie Krefeld Kessel (A316)",
"DE","IKW Chemie Krefeld L57 (A318)",
"DE","IKW Chemie Krefeld N230 (A319)",
"DE","IKW Chemie Ludwigshafen Ammoniak3 (A339)",
"DE","IKW Chemie Ludwigshafen Ammoniak4 (A340)",
"DE","IKW Chemie Ludwigshafen Cracker I (A346)",
"DE","IKW Chemie Ludwigshafen Cracker II (A347)",
"DE","IKW Chemie Ludwigshafen Dampf (A341)",
"DE","IKW Chemie Ludwigshafen GT855 (A342)",
"DE","IKW Chemie Ludwigshafen GuD211 (A350)",
"DE","IKW Chemie Ludwigshafen GuD800 (A345)",
"DE","IKW Chemie Ludwigshafen Mitte (A343)",
"DE","IKW Chemie Ludwigshafen Nord (A344)",
"DE","IKW Chemie Ludwigshafen Styrol (A348)",
"DE","IKW Chemie Ludwigshafen Wasserstoff (A615)",
"DE","IKW Chemie Marl I-4 (A369)",
"DE","IKW Chemie Marl I-5 (A370)",
"DE","IKW Chemie Marl II (A371)",
"DE","IKW Chemie Marl III-1 (A372)",
"DE","IKW Chemie Marl III-2 (A373)",
"DE","IKW Chemie Münchsmünster (R36)","45782"
"DE","IKW Chemie Poppendorf (A439)","46415"
"DE","IKW Chemie Rheinberg (A456)","43934"
"DE","IKW Chemie Schwarzheide (A480)","74374"
"DE","IKW Chemie Wesseling (A548)",
"DE","IKW Chemie-E-Stade (A495)",
"DE","IKW Chemie-Ingelheim (A273)","45143"
"DE","IKW Chemie-Nordenham (A408)",
"DE","IKW Chemie-Nünchritz (A409)","74679"
"DE","IKW Chemie-Wiesbaden (A549)",
"DE","IKW Chemie-Wilhelmshaven (A552)",
"DE","IKW Dingolfing (A122)","45848"
"DE","IKW Duisburg Chemie (A138)","43917"
"DE","IKW Duisburg Eisen (A137)","43872"
"DE","IKW Duisburg Hamborn (A140)",
"DE","IKW Duisburg Huckingen (A142)","43825"
"DE","IKW Duisburg Ruhrort (A141)",
"DE","IKW Düren Schoellershammer (A144)","44123"
"DE","IKW Düren Zanders (A143)",
"DE","IKW Ehingen (A152)",
"DE","IKW Eilenburg (A153)","74758"
"DE","IKW Eisenhüttenstadt (A155)",
"DE","IKW Emden Dampf (A163)",
"DE","IKW Emden VW (A164)",
"DE","IKW Erlenbach (A174)",
"DE","IKW Ettringen Süd (A180)","46150"
"DE","IKW FA Kösching (R49)",
"DE","IKW FA Ost Wilhelmshaven (R47b)",
"DE","IKW FA West Wilhelmshaven (R47a)",
"DE","IKW Frankfurt/Main Chemie (A184)","74141"
"DE","IKW Frankfurt/Main Industriepark I (A185)",
"DE","IKW Frankfurt/Main Industriepark II (A186)",
"DE","IKW Geislingen (A201)",
"DE","IKW Grenzach-Wyhlen II (A216)",
"DE","IKW Großenkneten (A222)",
"DE","IKW Hagen Kabel (A230)",
"DE","IKW Hameln (A243)",
"DE","IKW Hamm (A244)",
"DE","IKW Hannover (A251)",
"DE","IKW Heidenheim (A256)",
"DE","IKW Heringen (A260)",
"DE","IKW HH ADM (A233)","193642"
"DE","IKW HH Airbus (A234)","43220"
"DE","IKW Ibbenbüren (A270)",
"DE","IKW Ingolstadt (A274)",
"DE","IKW Karlsruhe-Raffinerie I (R30)","2466"
"DE","IKW Karlsruhe-Raffinerie II (R31)","2467"
"DE","IKW Kelheim (A288)",
"DE","IKW Klein Wanzleben (A297)",
"DE","IKW Köln Cracker IV (A309)",
"DE","IKW Köln Cracker V (A310)",
"DE","IKW Köln Feuerung (A299)",
"DE","IKW Köln Godorf (R12)",
"DE","IKW Köln KW010 (A311)",
"DE","IKW Könnern (A313)",
"DE","IKW Ladenburg (A323)",
"DE","IKW Leuna (R45)",
"DE","IKW Leuna Abhitze (A331)",
"DE","IKW Leuna Besicherung (A332)",
"DE","IKW Leverkusen G (A333)",
"DE","IKW Leverkusen X (A335)",
"DE","IKW Ludwigshafen MVV (A349)",
"DE","IKW Moers (A384)",
"DE","IKW München-MAN (A390)","72490"
"DE","IKW München-MTU (A391)","45710"
"DE","IKW Münchsmünster (R48)",
"DE","IKW Neuss (A406)",
"DE","IKW Niederkassel (A407)",
"DE","IKW Oberhausen (A419)","43884"
"DE","IKW Osnabrück (A427)",
"DE","IKW Paderborn (A430)",
"DE","IKW Papier Arnsberg (A14)","175007"
"DE","IKW Papier Aschaffenburg (A15)","46010"
"DE","IKW Papier Diemelstadt (A120)","44971"
"DE","IKW Papier Karlsruhe (A282)",
"DE","IKW Papier Schongau (A478)",
"DE","IKW Papier-Albbruck (A6)",
"DE","IKW Papier-Alfeld (A7)","43485"
"DE","IKW Papier-Augsburg (A17)",
"DE","IKW Papier-Bielefeld (A53)","44396"
"DE","IKW Papier-Blankenstein (A62)","47117"
"DE","IKW Papier-Dörpen (A125)","43366"
"DE","IKW Papier-Eltmann I (A160)","46031"
"DE","IKW Papier-Eltmann II (A593)","46031"
"DE","IKW Papier-Fulda (A198)","45027"
"DE","IKW Papier-Herzberg (A264)","43394"
"DE","IKW Papier-Hoya (A266)","43439"
"DE","IKW Papier-Kehl (A287)","45570"
"DE","IKW Papier-Kriebstein (A320)","74577"
"DE","IKW Papier-Mannheim (A366)",
"DE","IKW Papier-Mayen (A375)","157969"
"DE","IKW Papier-Osnabrück (A428)",
"DE","IKW Papier-Plattling (A436)",
"DE","IKW Papier-Varel (A517)","43581"
"DE","IKW Papier-Weißenborn (A540)","74585"
"DE","IKW Papier-Witzenhausen (A553)","44982"
"DE","IKW Papier-Wolpertswende (A558)","2522"
"DE","IKW Papier-Wörth (A561)","45196"
"DE","IKW Pharma Darmstadt (A112)",
"DE","IKW Pharma-Biberach (A584)","45448"
"DE","IKW Philippsthal (A434)","71805"
"DE","IKW PKW-Wörth (A560)","45173"
"DE","IKW PKW-Zwickau (A575)","74589"
"DE","IKW Raff Burghausen (R33)",
"DE","IKW Raff Emsland-1 (R51)","43600"
"DE","IKW Raff Emsland-2 (R52)","43600"
"DE","IKW Raff Emsland-3 (R53)","43600"
"DE","IKW Raff Emsland-4 (R54)","43600"
"DE","IKW Raff Gelsenkirchen (R21)",
"DE","IKW Raff Gelsenkirchen A7 (R22)",
"DE","IKW Raff Gelsenkirchen A8 (R23)",
"DE","IKW Raff Gelsenkirchen Horst (V0001)","44246"
"DE","IKW Raff Gelsenkirchen Hydrocracker (R24)",
"DE","IKW Raff Gelsenkirchen Olefin 3 (R25)","44310"
"DE","IKW Raff Gelsenkirchen Olefin IV (R26)","44310"
"DE","IKW Raff Hemmingstedt Destillation (R1)","43110"
"DE","IKW Raff Hemmingstedt Kohlenwasserstoff (R2)","43110"
"DE","IKW Raff Hemmingstedt KW (R3)","43110"
"DE","IKW Raff Hemmingstedt Raffination (R4)","43110"
"DE","IKW Raff Hemmingstedt Weiterverarbeitung (R50)","43110"
"DE","IKW Raff Holborn Dampferzeuger (R6)","43203"
"DE","IKW Raff Holborn Prozeß (R7)","43203"
"DE","IKW Raff Holborn Reaktor (R5)","43203"
"DE","IKW Raff Köln F1 (R14)","44060"
"DE","IKW Raff Köln F3201 (R13)","44060"
"DE","IKW Raff Köln F7101 (R15)","44060"
"DE","IKW Raff Kösching (R34)","45738"
"DE","IKW Raff Neustadt (R37)","57014"
"DE","IKW Raff Schwedt Aromizer (R38)","74350"
"DE","IKW Raff Schwedt H2B (R43)","74350"
"DE","IKW Raff Schwedt KW (A482)","74350"
"DE","IKW Raff Schwedt Mitteldruck (R44)","74350"
"DE","IKW Raff Schwedt Rohöl 1 (R39)","74350"
"DE","IKW Raff Schwedt Rohöl 3 (R40)","74350"
"DE","IKW Raff Schwedt Spaltanlage (R42)","74350"
"DE","IKW Raff Schwedt VT3 (R41)","74350"
"DE","IKW Raff Shell CD (R8)","54392"
"DE","IKW Raff Shell GT (R10)","54392"
"DE","IKW Raff Shell Platformer (R9)","54392"
"DE","IKW Raff Vohburg (R35)","56969"
"DE","IKW Raff Wesseling CCR (R17)","44061"
"DE","IKW Raff Wesseling D500 (R20)","44061"
"DE","IKW Raff Wilhelmshaven (R47c)","43584"
"DE","IKW Raubling (A452)",
"DE","IKW Regensburg (A454)",
"DE","IKW Rheinfelden (A457)",
"DE","IKW Rinnthal (A12)","45175"
"DE","IKW Rüsselsheim I (A468)","44824"
"DE","IKW Rüsselsheim II (A469)","44824"
"DE","IKW Rüsselsheim III (A470)","44824"
"DE","IKW Salzbergen (A472)",
"DE","IKW Salzgitter VW (A474)",
"DE","IKW Schkopau (A379)",
"DE","IKW Schokolade-Stadtallendorf (A614)",
"DE","IKW Schwedt (A576)",
"DE","IKW Sigmundshall (A562)","70341"
"DE","IKW Stahl-Salzgitter (A473)",
"DE","IKW Stärke Emlichheim (A610)","43608"
"DE","IKW Staßfurt (A496)",
"DE","IKW Stickstoff Wittenberg I (A353)",
"DE","IKW Stickstoff Wittenberg II (A354)",
"DE","IKW Stockstadt (A498)",
"DE","IKW Uetersen (A511)","43115"
"DE","IKW Wählitz (A527)","46985"
"DE","IKW Weinheim (A539)","45307"
"DE","IKW Werne F (A542)","44732"
"DE","IKW Werne G (A543)","44732"
"DE","IKW Werne H (A544)","44732"
"DE","IKW Werne I (A545)","44732"
"DE","IKW Wesseling (R16)",
"DE","IKW Wesseling Feuerung (R18)",
"DE","IKW Wesseling GT (A302)",
"DE","IKW Wesseling KW2 (A312)",
"DE","IKW Wesseling Ofen 4 (A300)",
"DE","IKW Wesseling Ofen 6 (A301)",
"DE","IKW Wesseling Olefin (R19)","74009"
"DE","IKW Wittenberg (A355)",
"DE","IKW Wolfsburg Nord/Süd (A556)",
"DE","IKW Wolfsburg West (A557)",
"DE","IKW Worms (A559)",
"DE","IKW Zielitz (A570)","46986"
"DE","IKW Zucker-Anklam (A11)","46541"
"DE","IKW Zucker-E1-Zeitz (A569)","46955"
"DE","IKW Zucker-E3-Zeitz (A329)","46955"
"DE","IKW Zucker-Jülich (A276)","44128"
"DE","IKW Zucker-Obrigheim (A421)","45168"
"DE","IKW Zucker-Offenau (A422)","2532"
"DE","IKW Zucker-Plattling (A437)","45821"
"DE","IKW Zülpich 1 (A572)",
"DE","IKW Zülpich 2 (A591)",
"DE","IKW ZUSATZ Wittenberg (A619)",
"DE","KW Altbach (A8)","2450"
"DE","KW Bergkamen (A31)",
"DE","KW Bexbach (A52)","3123"
"DE","KW Bochum (A65)",
"DE","KW Boxberg III (A76)",
"DE","KW Boxberg IV (A77)",
"DE","KW Buschhaus (A479)",
"DE","KW Datteln 6/7 (A115)","44292"
"DE","KW Delitzsch (A116)",
"DE","KW Dillingen (A608)",
"DE","KW Dormagen GT1 (A124)",
"DE","KW Dormagen GT2 (A595)",
"DE","KW Dormagen GuD (A596)","70917"
"DE","KW Dortmund Weißenburgerstraße (A126)",
"DE","KW Duisburg TKS-Gase (A139)","43742"
"DE","KW Düsseldorf Flingern (A148)","43878"
"DE","KW Emden (A161)",
"DE","KW Ensdorf (A168)","3139"
"DE","KW Farge (A88)","43708"
"DE","KW Franken (A416)","45952"
"DE","KW Frimmersdorf (A218)","43783"
"DE","KW Goldenberg (A268)","44057"
"DE","KW Großkayna (A223)","110479"
"DE","KW Gustav Knepper (A127)","44708"
"DE","KW Hannover (A249)",
"DE","KW Hannover Herrenhausen (A250)",
"DE","KW Hastedt 14 (A89)","43717"
"DE","KW Hastedt 15 (A90)","43717"
"DE","KW Hastedt Spitze (A91)","43717"
"DE","KW Hausham (A252)",
"DE","KW HB-Hafen 5 (A92)",
"DE","KW HB-Hafen 6 (A93)",
"DE","KW Heyden (A432)","44414"
"DE","KW Ibbenbüren (A271)",
"DE","KW Ingolstadt (A225)","45677"
"DE","KW Irsching (A524)","45678"
"DE","KW Jänschwalde Block A (A745)","46361"
"DE","KW Jänschwalde Block B (A746)","46361"
"DE","KW Jänschwalde Block C (A747)","46361"
"DE","KW Jänschwalde Block D (A748)","46361"
"DE","KW Jänschwalde Block E (A749)","46361"
"DE","KW Jänschwalde Block F (A750)","46361"
"DE","KW Lausward (A149)","43802"
"DE","KW Lingen (A336)",
"DE","KW Lippendorf (A69)","74740"
"DE","KW Lünen (A352)",
"DE","KW Lünen Stummhafen (A662)",
"DE","KW Mannheim (A361)",
"DE","KW Mehrum (A376)","43260"
"DE","KW Mittelsbüren 3 (A94)","43719"
"DE","KW Mittelsbüren 4 (A95)","43719"
"DE","KW Neurath (A219)","43843"
"DE","KW Niederaußem Block A B (A621)","44073"
"DE","KW Niederaußem Block C (A622)","44073"
"DE","KW Niederaußem Block D (A623)","44073"
"DE","KW Niederaußem Block E (A624)","44073"
"DE","KW Niederaußem Block F (A625)","44073"
"DE","KW Niederaußem Block G (A626)","44073"
"DE","KW Niederaußem Block H (A627)","44073"
"DE","KW Niederaußem Block K (A628)","44073"
"DE","KW Oldendorf (A426)",
"DE","KW Osterrönfeld Audorf (A429)",
"DE","KW Pharma-Mannheim (A364)",
"DE","KW Pleinting (A520)",
"DE","KW Porta Westfalica (A440)","44408"
"DE","KW Quierschied Weiher (A447)","3125"
"DE","KW Rheinhafen (A281)","2469"
"DE","KW Robert Frank (A324)","43436"
"DE","KW Rostock (A464)",
"DE","KW Schkopau (A477)",
"DE","KW Scholven (A204)","74041"
"DE","KW Schwarze Pumpe (A493)","46366"
"DE","KW Shamrock 1-4 (A262)","44697"
"DE","KW Spreetal (A492)",
"DE","KW Staudinger (A224)","44894"
"DE","KW Voerde AB (A523)",
"DE","KW Voerde GKW West (A522)",
"DE","KW Völklingen (A526)",
"DE","KW Walheim (A531)","2459"
"DE","KW Weisweiler C/D (A629)","44162"
"DE","KW Weisweiler E (A630)","44162"
"DE","KW Weisweiler F (A631)","44162"
"DE","KW Weisweiler G (A632)","44162"
"DE","KW Weisweiler H (A633)","44162"
"DE","KW Weisweiler VGTG (A634)","44162"
"DE","KW Weisweiler VGTH (A635)","44162"
"DE","KW Werdohl-Elverlingsen (A541)",
"DE","KW Wilhelmshaven (A551)","43585"
"DE","KW Zolling (A571)",
"DE","KWKK Heidelberg (A254)",
"DE","Modellkraftwerk Völklingen (A587)",
"DK","A/S Dansk Shell, Shell-Raffinaderiet Fredericia","6394"
"DK","A/S Dansk Shell, Shell-Raffinaderiet Fredericia","6394"
"DK","AarhusKarlshamn Denmark A/S","189653"
"DK","AffaldVarme Aarhus",
"DK","AffaldVarme Aarhus",
"DK","AffaldVarme Aarhus",
"DK","AffaldVarme Aarhus",
"DK","AffaldVarme Aarhus",
"DK","Albertslund Varmeværk","189550"
"DK","Albertslund Varmeværk","189550"
"DK","Borgmester Jørgensensen Vej, BJV",
"DK","Brøndby Strand Varmecentral",
"DK","Daka SecAnim",
"DK","Dalum Papir A/S",
"DK","Dalum Papir A/S",
"DK","Danske Commodities",
"DK","DONG A/S - Esbjergværket","6879"
"DK","Dong A/S Enstedværket","10504"
"DK","Dong A/S Enstedværket","10504"
"DK","Dong Energy A/S Avedøreværket","9893"
"DK","Dong Energy A/S Avedøreværket","9893"
"DK","Dong Energy A/S Avedøreværket","9893"
"DK","Dong Energy A/S Avedøreværket","9893"
"DK","Dong Energy A/S H.C. Ørsted Værket","6903"
"DK","Dong Energy A/S H.C. Ørsted Værket","6903"
"DK","Dong Energy A/S H.C. Ørsted Værket","6903"
"DK","Dong Energy A/S Herningværket","6883"
"DK","Dong Energy A/S Kyndbyværket","8975"
"DK","Dong Energy A/S Kyndbyværket","8975"
"DK","Dong Energy A/S Kyndbyværket","8975"
"DK","Dong Energy A/S Skærbækværket ","10318"
"DK","Dong Energy A/S Stigsnæsværket",
"DK","Dong Energy A/S Studstrupværket","10313"
"DK","Dong Energy A/S Svanemølleværket","6899"
"DK","Dong Energy A/S Svanemølleværket","6899"
"DK","DONG Energy, Asnæsværket","9603"
"DK","DONG Energy, Asnæsværket","9603"
"DK","Dupont Nutrition Biosciences Aps","6204"
"DK","Esbjerg Forsyning A/S Citycentralen",
"DK","Esbjerg Forsyning A/S Sædding Varmeværk",
"DK","Fjernvarme Fyn A/S (Billedskærervej Varmecentral)",
"DK","Fjernvarme Fyn A/S (Centrum Varmecentral)",
"DK","Fjernvarme Fyn A/S (Dalum Varmecentral)",
"DK","Fjernvarme Fyn A/S (Sydøst Varmecentral)",
"DK","Fjernvarme Fyn A/S (Vollsmose Varmecentral)",
"DK","Frederiksberg Spidslastcentral kedel 1,2, 3 og 4",
"DK","Frederikshavn Kraftvarmeværk",
"DK","Gasværksvej, GVV",
"DK","Gasværksvej, GVV",
"DK","Gasværksvej, GVV",
"DK","Grenaa Kraftvarmeværk - Verdo","189659"
"DK","Helsingør Kraftvarmeværk A/S","6906"
"DK","Helsingør Kraftvarmeværk A/S","6906"
"DK","Hillerød Kraftvarmeværk","189696"
"DK","Hjørring Varmeforsyning",
"DK","Høje Gladsaxe Spidslastcentral",
"DK","I/S Vestforbrænding ","10452"
"DK","Ishøj Varmeværk",
"DK","Københavns Lufthavns Kedelcentral, KLC2",
"DK","Lygten Varmeværk (HOFOR)","189634"
"DK","Lyngvejen, LYV",
"DK","Nordic Sugar Nakskov",
"DK","Nordic Sugar Nykøbing","6210"
"DK","ØSTKRAFT Produktion A/S","9658"
"DK","ØSTKRAFT Produktion A/S","9658"
"DK","ØSTKRAFT Produktion A/S","9658"
"DK","Østre Varmecentral (HOFOR)",
"DK","Silkeborg Varme","189548"
"DK","Silkeborg Varme","189548"
"DK","Skive Fjernvarme a.m.b.a.","189593"
"DK","Skive Fjernvarme a.m.b.a.","189593"
"DK","Statoil Refining Denmark","10286"
"DK","Statoil Refining Denmark","10286"
"DK","Sundholm Varmecentral (HOFOR)",
"DK","Svendborgvej, SVV",
"DK","Svendborgvej, SVV",
"DK","Svendborgvej, SVV",
"DK","Svendborgvej, SVV",
"DK","Svendborgvej, SVV",
"DK","Triple Nine Fish Protein A.M.B.A.",
"DK","Varmecentral Holstebrovej",
"DK","Varmecentral Holstebrovej",
"DK","Varmecentralen Hostrupsgade 45",
"DK","Varmeværket Hovedcentralen",
"DK","Vattenfall A/S Amagerværket","6901"
"DK","Vattenfall A/S Amagerværket","6901"
"DK","Vattenfall A/S Amagerværket","6901"
"DK","Vattenfall A/S Nordjyllandsværket",
"DK","Vattenfall A/S Nordjyllandsværket",
"DK","Vattenfall A/S, Fynsværket","6881"
"DK","Vattenfall A/S, Fynsværket","6881"
"DK","VEKS Køge Kraftvarmeværk","189681"
"DK","Verdo Produktion A/S, Randers","9857"
"DK","Viborg Kraftvarme A/S","10455"
"DK","Viborg Kraftvarme A/S","10455"
"EE","Alexela Sillamäe AS","189698"
